Country Name,Country Code,Series Name,Series Code,2018
Tuvalu,TUV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.387
Uganda,UGA,Population ages 0-14_ total,SP.POP.0014.TO,20050194
Uganda,UGA,Population ages 15-64_ total,SP.POP.1564.TO,21843695
Uganda,UGA,Population ages 65 and above_ total,SP.POP.65UP.TO,829251
Uganda,UGA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Uganda,UGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.774
Ukraine,UKR,Population ages 0-14_ total,SP.POP.0014.TO,7055897
Ukraine,UKR,Population ages 15-64_ total,SP.POP.1564.TO,30233049
Ukraine,UKR,Population ages 65 and above_ total,SP.POP.65UP.TO,7333571
Ukraine,UKR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Ukraine,UKR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.352
United Arab Emirates,ARE,Population ages 0-14_ total,SP.POP.0014.TO,1406458
United Arab Emirates,ARE,Population ages 15-64_ total,SP.POP.1564.TO,8120005
United Arab Emirates,ARE,Population ages 65 and above_ total,SP.POP.65UP.TO,104496
United Arab Emirates,ARE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
United Arab Emirates,ARE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.522
United Kingdom,GBR,Population ages 0-14_ total,SP.POP.0014.TO,11753978
United Kingdom,GBR,Population ages 15-64_ total,SP.POP.1564.TO,42503787
United Kingdom,GBR,Population ages 65 and above_ total,SP.POP.65UP.TO,12231225
United Kingdom,GBR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
United Kingdom,GBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.398
United States,USA,Population ages 0-14_ total,SP.POP.0014.TO,61209886
United States,USA,Population ages 15-64_ total,SP.POP.1564.TO,214240052
United States,USA,Population ages 65 and above_ total,SP.POP.65UP.TO,51717496
United States,USA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.256
Uruguay,URY,Population ages 0-14_ total,SP.POP.0014.TO,710831
Uruguay,URY,Population ages 15-64_ total,SP.POP.1564.TO,2227471
Uruguay,URY,Population ages 65 and above_ total,SP.POP.65UP.TO,510997
Uruguay,URY,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Uruguay,URY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.334
Uzbekistan,UZB,Population ages 0-14_ total,SP.POP.0014.TO,9453605
Uzbekistan,UZB,Population ages 15-64_ total,SP.POP.1564.TO,22045450
Uzbekistan,UZB,Population ages 65 and above_ total,SP.POP.65UP.TO,1456345
Uzbekistan,UZB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Uzbekistan,UZB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.478
Vanuatu,VUT,Population ages 0-14_ total,SP.POP.0014.TO,113701
Vanuatu,VUT,Population ages 15-64_ total,SP.POP.1564.TO,168325
Vanuatu,VUT,Population ages 65 and above_ total,SP.POP.65UP.TO,10654
Vanuatu,VUT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Vanuatu,VUT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.274
Venezuela_ RB,VEN,Population ages 0-14_ total,SP.POP.0014.TO,7987416
Venezuela_ RB,VEN,Population ages 15-64_ total,SP.POP.1564.TO,18784786
Venezuela_ RB,VEN,Population ages 65 and above_ total,SP.POP.65UP.TO,2097993
Venezuela_ RB,VEN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Venezuela_ RB,VEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.208
Vietnam,VNM,Population ages 0-14_ total,SP.POP.0014.TO,22139267
Vietnam,VNM,Population ages 15-64_ total,SP.POP.1564.TO,66450585
Vietnam,VNM,Population ages 65 and above_ total,SP.POP.65UP.TO,6950543
Vietnam,VNM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Vietnam,VNM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.919
Virgin Islands (U.S.),VIR,Population ages 0-14_ total,SP.POP.0014.TO,21089
Virgin Islands (U.S.),VIR,Population ages 15-64_ total,SP.POP.1564.TO,65254
Virgin Islands (U.S.),VIR,Population ages 65 and above_ total,SP.POP.65UP.TO,20634
Virgin Islands (U.S.),VIR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Virgin Islands (U.S.),VIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.721
West Bank and Gaza,PSE,Population ages 0-14_ total,SP.POP.0014.TO,1779539
West Bank and Gaza,PSE,Population ages 15-64_ total,SP.POP.1564.TO,2646385
West Bank and Gaza,PSE,Population ages 65 and above_ total,SP.POP.65UP.TO,143163
West Bank and Gaza,PSE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
West Bank and Gaza,PSE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.164
Yemen_ Rep.,YEM,Population ages 0-14_ total,SP.POP.0014.TO,11289724
Yemen_ Rep.,YEM,Population ages 15-64_ total,SP.POP.1564.TO,16389264
Yemen_ Rep.,YEM,Population ages 65 and above_ total,SP.POP.65UP.TO,819699
Yemen_ Rep.,YEM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Yemen_ Rep.,YEM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.642
Zambia,ZMB,Population ages 0-14_ total,SP.POP.0014.TO,7797239
Zambia,ZMB,Population ages 15-64_ total,SP.POP.1564.TO,9190250
Zambia,ZMB,Population ages 65 and above_ total,SP.POP.65UP.TO,364332
Zambia,ZMB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Zambia,ZMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.521
Zimbabwe,ZWE,Population ages 0-14_ total,SP.POP.0014.TO,6122298
Zimbabwe,ZWE,Population ages 15-64_ total,SP.POP.1564.TO,7892282
Zimbabwe,ZWE,Population ages 65 and above_ total,SP.POP.65UP.TO,424438
Zimbabwe,ZWE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Zimbabwe,ZWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.209
Arab World,ARB,Population ages 0-14_ total,SP.POP.0014.TO,137609185
Arab World,ARB,Population ages 15-64_ total,SP.POP.1564.TO,263047867
Arab World,ARB,Population ages 65 and above_ total,SP.POP.65UP.TO,19133535
Arab World,ARB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Arab World,ARB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.92541859
Caribbean small states,CSS,Population ages 0-14_ total,SP.POP.0014.TO,1715606
Caribbean small states,CSS,Population ages 15-64_ total,SP.POP.1564.TO,4882863
Caribbean small states,CSS,Population ages 65 and above_ total,SP.POP.65UP.TO,636430
Caribbean small states,CSS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Caribbean small states,CSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.19936158
Central Europe and the Baltics,CEB,Population ages 0-14_ total,SP.POP.0014.TO,15515837
Central Europe and the Baltics,CEB,Population ages 15-64_ total,SP.POP.1564.TO,68072261
Central Europe and the Baltics,CEB,Population ages 65 and above_ total,SP.POP.65UP.TO,18923822
Central Europe and the Baltics,CEB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Central Europe and the Baltics,CEB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.33207606
Early-demographic dividend,EAR,Population ages 0-14_ total,SP.POP.0014.TO,938922707
Early-demographic dividend,EAR,Population ages 15-64_ total,SP.POP.1564.TO,2121189215
Early-demographic dividend,EAR,Population ages 65 and above_ total,SP.POP.65UP.TO,189028683
Early-demographic dividend,EAR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Early-demographic dividend,EAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.1312567
East Asia & Pacific,EAS,Population ages 0-14_ total,SP.POP.0014.TO,460190074
East Asia & Pacific,EAS,Population ages 15-64_ total,SP.POP.1564.TO,1617688404
East Asia & Pacific,EAS,Population ages 65 and above_ total,SP.POP.65UP.TO,250129513
East Asia & Pacific,EAS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
East Asia & Pacific,EAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.05278867
East Asia & Pacific (excluding high income),EAP,Population ages 0-14_ total,SP.POP.0014.TO,426685588
East Asia & Pacific (excluding high income),EAP,Population ages 15-64_ total,SP.POP.1564.TO,1457162628
East Asia & Pacific (excluding high income),EAP,Population ages 65 and above_ total,SP.POP.65UP.TO,197665493
East Asia & Pacific (excluding high income),EAP,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
East Asia & Pacific (excluding high income),EAP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.63358824
East Asia & Pacific (IDA & IBRD countries),TEA,Population ages 0-14_ total,SP.POP.0014.TO,421523985
East Asia & Pacific (IDA & IBRD countries),TEA,Population ages 15-64_ total,SP.POP.1564.TO,1439159366
East Asia & Pacific (IDA & IBRD countries),TEA,Population ages 65 and above_ total,SP.POP.65UP.TO,195280540
East Asia & Pacific (IDA & IBRD countries),TEA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.55509202
Euro area,EMU,Population ages 0-14_ total,SP.POP.0014.TO,51500288
Euro area,EMU,Population ages 15-64_ total,SP.POP.1564.TO,219874568
Euro area,EMU,Population ages 65 and above_ total,SP.POP.65UP.TO,70408316
Euro area,EMU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Euro area,EMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.99173271
Europe & Central Asia,ECS,Population ages 0-14_ total,SP.POP.0014.TO,165114948
Europe & Central Asia,ECS,Population ages 15-64_ total,SP.POP.1564.TO,601579751
Europe & Central Asia,ECS,Population ages 65 and above_ total,SP.POP.65UP.TO,149843891
Europe & Central Asia,ECS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Europe & Central Asia,ECS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.1835105
Europe & Central Asia (excluding high income),ECA,Population ages 0-14_ total,SP.POP.0014.TO,87512492
Europe & Central Asia (excluding high income),ECA,Population ages 15-64_ total,SP.POP.1564.TO,278329827
Europe & Central Asia (excluding high income),ECA,Population ages 65 and above_ total,SP.POP.65UP.TO,50109639
Europe & Central Asia (excluding high income),ECA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Europe & Central Asia (excluding high income),ECA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.94738051
Europe & Central Asia (IDA & IBRD countries),TEC,Population ages 0-14_ total,SP.POP.0014.TO,93822579
Europe & Central Asia (IDA & IBRD countries),TEC,Population ages 15-64_ total,SP.POP.1564.TO,306598579
Europe & Central Asia (IDA & IBRD countries),TEC,Population ages 65 and above_ total,SP.POP.65UP.TO,57598747
Europe & Central Asia (IDA & IBRD countries),TEC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.28683231
European Union,EUU,Population ages 0-14_ total,SP.POP.0014.TO,79423364
European Union,EUU,Population ages 15-64_ total,SP.POP.1564.TO,331483370
European Union,EUU,Population ages 65 and above_ total,SP.POP.65UP.TO,102306628
European Union,EUU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
European Union,EUU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.66564847
Fragile and conflict affected situations,FCS,Population ages 0-14_ total,SP.POP.0014.TO,206538798
Fragile and conflict affected situations,FCS,Population ages 15-64_ total,SP.POP.1564.TO,289048690
Fragile and conflict affected situations,FCS,Population ages 65 and above_ total,SP.POP.65UP.TO,17713227
Fragile and conflict affected situations,FCS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Fragile and conflict affected situations,FCS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.50682906
Heavily indebted poor countries (HIPC),HPC,Population ages 0-14_ total,SP.POP.0014.TO,334377724
Heavily indebted poor countries (HIPC),HPC,Population ages 15-64_ total,SP.POP.1564.TO,422227991
Heavily indebted poor countries (HIPC),HPC,Population ages 65 and above_ total,SP.POP.65UP.TO,23628692
Heavily indebted poor countries (HIPC),HPC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Heavily indebted poor countries (HIPC),HPC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.00846526
High income,HIC,Population ages 0-14_ total,SP.POP.0014.TO,199851611
High income,HIC,Population ages 15-64_ total,SP.POP.1564.TO,792761708
High income,HIC,Population ages 65 and above_ total,SP.POP.65UP.TO,216888374
High income,HIC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
High income,HIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.33497836
IBRD only,IBD,Population ages 0-14_ total,SP.POP.0014.TO,1125343492
IBRD only,IBD,Population ages 15-64_ total,SP.POP.1564.TO,3241994519
IBRD only,IBD,Population ages 65 and above_ total,SP.POP.65UP.TO,404863045
IBRD only,IBD,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
IBRD only,IBD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.012428
IDA & IBRD total,IBT,Population ages 0-14_ total,SP.POP.0014.TO,1761779598
IDA & IBRD total,IBT,Population ages 15-64_ total,SP.POP.1564.TO,4185529046
IDA & IBRD total,IBT,Population ages 65 and above_ total,SP.POP.65UP.TO,463143690
IDA & IBRD total,IBT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
IDA & IBRD total,IBT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.42220177
IDA blend,IDB,Population ages 0-14_ total,SP.POP.0014.TO,215322916
IDA blend,IDB,Population ages 15-64_ total,SP.POP.1564.TO,320990834
IDA blend,IDB,Population ages 65 and above_ total,SP.POP.65UP.TO,19445231
IDA blend,IDB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
IDA blend,IDB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.38042502
IDA only,IDX,Population ages 0-14_ total,SP.POP.0014.TO,421113190
IDA only,IDX,Population ages 15-64_ total,SP.POP.1564.TO,622543693
IDA only,IDX,Population ages 65 and above_ total,SP.POP.65UP.TO,38835414
IDA only,IDX,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
IDA only,IDX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.31596992
IDA total,IDA,Population ages 0-14_ total,SP.POP.0014.TO,636436106
IDA total,IDA,Population ages 15-64_ total,SP.POP.1564.TO,943534527
IDA total,IDA,Population ages 65 and above_ total,SP.POP.65UP.TO,58280645
IDA total,IDA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
IDA total,IDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.05186506
Late-demographic dividend,LTE,Population ages 0-14_ total,SP.POP.0014.TO,435207078
Late-demographic dividend,LTE,Population ages 15-64_ total,SP.POP.1564.TO,1608039440
Late-demographic dividend,LTE,Population ages 65 and above_ total,SP.POP.65UP.TO,245419442
Late-demographic dividend,LTE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Late-demographic dividend,LTE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.44509902
Latin America & Caribbean,LCN,Population ages 0-14_ total,SP.POP.0014.TO,157394451
Latin America & Caribbean,LCN,Population ages 15-64_ total,SP.POP.1564.TO,429537882
Latin America & Caribbean,LCN,Population ages 65 and above_ total,SP.POP.65UP.TO,54091560
Latin America & Caribbean,LCN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Latin America & Caribbean,LCN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.58329099
Latin America & Caribbean (excluding high income),LAC,Population ages 0-14_ total,SP.POP.0014.TO,150803978
Latin America & Caribbean (excluding high income),LAC,Population ages 15-64_ total,SP.POP.1564.TO,407945026
Latin America & Caribbean (excluding high income),LAC,Population ages 65 and above_ total,SP.POP.65UP.TO,50193307
Latin America & Caribbean (excluding high income),LAC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Latin America & Caribbean (excluding high income),LAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.4016256
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population ages 0-14_ total,SP.POP.0014.TO,154811918
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population ages 15-64_ total,SP.POP.1564.TO,418995627
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population ages 65 and above_ total,SP.POP.65UP.TO,51638103
Latin America & the Caribbean (IDA & IBRD countries),TLA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.60141232
Least developed countries: UN classification,LDC,Population ages 0-14_ total,SP.POP.0014.TO,398139366
Least developed countries: UN classification,LDC,Population ages 15-64_ total,SP.POP.1564.TO,575767541
Least developed countries: UN classification,LDC,Population ages 65 and above_ total,SP.POP.65UP.TO,35744163
Least developed countries: UN classification,LDC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Least developed countries: UN classification,LDC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.56806008
Low & middle income,LMY,Population ages 0-14_ total,SP.POP.0014.TO,1758379843
Low & middle income,LMY,Population ages 15-64_ total,SP.POP.1564.TO,4166792797
Low & middle income,LMY,Population ages 65 and above_ total,SP.POP.65UP.TO,456730553
Low & middle income,LMY,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Low & middle income,LMY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.32784424
Low income,LIC,Population ages 0-14_ total,SP.POP.0014.TO,295492983
Low income,LIC,Population ages 15-64_ total,SP.POP.1564.TO,386707843
Low income,LIC,Population ages 65 and above_ total,SP.POP.65UP.TO,23216497
Low income,LIC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Low income,LIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.57220389
Lower middle income,LMC,Population ages 0-14_ total,SP.POP.0014.TO,912304776
Lower middle income,LMC,Population ages 15-64_ total,SP.POP.1564.TO,1943451409
Lower middle income,LMC,Population ages 65 and above_ total,SP.POP.65UP.TO,167148984
Lower middle income,LMC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Lower middle income,LMC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.50788978
Middle East & North Africa,MEA,Population ages 0-14_ total,SP.POP.0014.TO,134163274
Middle East & North Africa,MEA,Population ages 15-64_ total,SP.POP.1564.TO,291486197
Middle East & North Africa,MEA,Population ages 65 and above_ total,SP.POP.65UP.TO,23263387
Middle East & North Africa,MEA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Middle East & North Africa,MEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.37197432
Middle East & North Africa (excluding high income),MNA,Population ages 0-14_ total,SP.POP.0014.TO,119123167
Middle East & North Africa (excluding high income),MNA,Population ages 15-64_ total,SP.POP.1564.TO,243191178
Middle East & North Africa (excluding high income),MNA,Population ages 65 and above_ total,SP.POP.65UP.TO,20582368
Middle East & North Africa (excluding high income),MNA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Middle East & North Africa (excluding high income),MNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.59054752
Middle East & North Africa (IDA & IBRD countries),TMN,Population ages 0-14_ total,SP.POP.0014.TO,117343628
Middle East & North Africa (IDA & IBRD countries),TMN,Population ages 15-64_ total,SP.POP.1564.TO,240544793
Middle East & North Africa (IDA & IBRD countries),TMN,Population ages 65 and above_ total,SP.POP.65UP.TO,20439205
Middle East & North Africa (IDA & IBRD countries),TMN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Middle East & North Africa (IDA & IBRD countries),TMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.414543
Middle income,MIC,Population ages 0-14_ total,SP.POP.0014.TO,1462886860
Middle income,MIC,Population ages 15-64_ total,SP.POP.1564.TO,3780084954
Middle income,MIC,Population ages 65 and above_ total,SP.POP.65UP.TO,433514056
Middle income,MIC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Middle income,MIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.53425747
North America,NAC,Population ages 0-14_ total,SP.POP.0014.TO,67091219
North America,NAC,Population ages 15-64_ total,SP.POP.1564.TO,239031590
North America,NAC,Population ages 65 and above_ total,SP.POP.65UP.TO,58103481
North America,NAC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
North America,NAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.17315484
Not classified,INX,Population ages 0-14_ total,SP.POP.0014.TO,NA
Not classified,INX,Population ages 15-64_ total,SP.POP.1564.TO,NA
Not classified,INX,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Not classified,INX,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Not classified,INX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,NA
OECD members,OED,Population ages 0-14_ total,SP.POP.0014.TO,232379237
OECD members,OED,Population ages 15-64_ total,SP.POP.1564.TO,848003985
OECD members,OED,Population ages 65 and above_ total,SP.POP.65UP.TO,223146231
OECD members,OED,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
OECD members,OED,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.59330757
Other small states,OSS,Population ages 0-14_ total,SP.POP.0014.TO,9198893
Other small states,OSS,Population ages 15-64_ total,SP.POP.1564.TO,19838742
Other small states,OSS,Population ages 65 and above_ total,SP.POP.65UP.TO,1687570
Other small states,OSS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Other small states,OSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.11803815
Pacific island small states,PSS,Population ages 0-14_ total,SP.POP.0014.TO,825753
Pacific island small states,PSS,Population ages 15-64_ total,SP.POP.1564.TO,1424145
Pacific island small states,PSS,Population ages 65 and above_ total,SP.POP.65UP.TO,106937
Pacific island small states,PSS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Pacific island small states,PSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.78134412
Post-demographic dividend,PST,Population ages 0-14_ total,SP.POP.0014.TO,178612312
Post-demographic dividend,PST,Population ages 15-64_ total,SP.POP.1564.TO,720990343
Post-demographic dividend,PST,Population ages 65 and above_ total,SP.POP.65UP.TO,210394622
Post-demographic dividend,PST,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Post-demographic dividend,PST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.28069478
Pre-demographic dividend,PRE,Population ages 0-14_ total,SP.POP.0014.TO,402291880
Pre-demographic dividend,PRE,Population ages 15-64_ total,SP.POP.1564.TO,491872597
Pre-demographic dividend,PRE,Population ages 65 and above_ total,SP.POP.65UP.TO,25320915
Pre-demographic dividend,PRE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Pre-demographic dividend,PRE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.22695151
Small states,SST,Population ages 0-14_ total,SP.POP.0014.TO,11740252
Small states,SST,Population ages 15-64_ total,SP.POP.1564.TO,26145750
Small states,SST,Population ages 65 and above_ total,SP.POP.65UP.TO,2430937
Small states,SST,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Small states,SST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.72442407
South Asia,SAS,Population ages 0-14_ total,SP.POP.0014.TO,515583013
South Asia,SAS,Population ages 15-64_ total,SP.POP.1564.TO,1192835260
South Asia,SAS,Population ages 65 and above_ total,SP.POP.65UP.TO,105970472
South Asia,SAS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
South Asia,SAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.99236125
South Asia (IDA & IBRD),TSA,Population ages 0-14_ total,SP.POP.0014.TO,515583013
South Asia (IDA & IBRD),TSA,Population ages 15-64_ total,SP.POP.1564.TO,1192835260
South Asia (IDA & IBRD),TSA,Population ages 65 and above_ total,SP.POP.65UP.TO,105970472
South Asia (IDA & IBRD),TSA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
South Asia (IDA & IBRD),TSA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.99236125
Sub-Saharan Africa,SSF,Population ages 0-14_ total,SP.POP.0014.TO,458694475
Sub-Saharan Africa,SSF,Population ages 15-64_ total,SP.POP.1564.TO,587395421
Sub-Saharan Africa,SSF,Population ages 65 and above_ total,SP.POP.65UP.TO,32216623
Sub-Saharan Africa,SSF,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Sub-Saharan Africa,SSF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.17682337
Sub-Saharan Africa (excluding high income),SSA,Population ages 0-14_ total,SP.POP.0014.TO,458671605
Sub-Saharan Africa (excluding high income),SSA,Population ages 15-64_ total,SP.POP.1564.TO,587328878
Sub-Saharan Africa (excluding high income),SSA,Population ages 65 and above_ total,SP.POP.65UP.TO,32209274
Sub-Saharan Africa (excluding high income),SSA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Sub-Saharan Africa (excluding high income),SSA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.17534134
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population ages 0-14_ total,SP.POP.0014.TO,458694475
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population ages 15-64_ total,SP.POP.1564.TO,587395421
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population ages 65 and above_ total,SP.POP.65UP.TO,32216623
Sub-Saharan Africa (IDA & IBRD countries),TSS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Sub-Saharan Africa (IDA & IBRD countries),TSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.17682337
Upper middle income,UMC,Population ages 0-14_ total,SP.POP.0014.TO,550582084
Upper middle income,UMC,Population ages 15-64_ total,SP.POP.1564.TO,1836633545
Upper middle income,UMC,Population ages 65 and above_ total,SP.POP.65UP.TO,266365072
Upper middle income,UMC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Upper middle income,UMC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.2333683
World,WLD,Population ages 0-14_ total,SP.POP.0014.TO,1958231454
World,WLD,Population ages 15-64_ total,SP.POP.1564.TO,4959554505
World,WLD,Population ages 65 and above_ total,SP.POP.65UP.TO,673618927
